date,area,average_price,code,houses_sold,no_of_crimes,borough_flag
01/01/2003,tower hamlets,206385,E09000030,286,2922,1
01/01/2004,tower hamlets,212402,E09000030,351,2791,1
01/01/2005,tower hamlets,228493,E09000030,321,2200,1
01/01/2006,tower hamlets,236133,E09000030,368,2559,1
01/01/2007,tower hamlets,264492,E09000030,379,2628,1
01/01/2008,tower hamlets,300654,E09000030,272,2333,1
01/01/2009,tower hamlets,251400,E09000030,108,1821,1
01/01/2010,tower hamlets,277824,E09000030,263,1889,1
01/01/2011,tower hamlets,283416,E09000030,260,2238,1
01/01/2012,tower hamlets,287957,E09000030,209,2312,1
01/01/2013,tower hamlets,293975,E09000030,305,2274,1
01/01/2014,tower hamlets,355235,E09000030,430,2031,1
01/01/2015,tower hamlets,407228,E09000030,276,2251,1
01/01/2016,tower hamlets,458754,E09000030,244,2448,1
01/01/2017,tower hamlets,458312,E09000030,378,2382,1
01/01/2018,tower hamlets,447751,E09000030,208,2649,1
01/01/2019,tower hamlets,434143,E09000030,236,2680,1
01/01/2020,tower hamlets,450669,E09000030,0,2748,1
01/01/1995,waltham forest,61319,E09000031,249,0,1
01/01/1996,waltham forest,62060,E09000031,251,0,1
01/01/1997,waltham forest,64070,E09000031,299,0,1
01/01/1998,waltham forest,73503,E09000031,288,0,1
01/01/1999,waltham forest,78117,E09000031,307,0,1
01/01/2000,waltham forest,93975,E09000031,368,0,1
01/01/2001,waltham forest,108104,E09000031,354,1988,1
01/01/2002,waltham forest,132999,E09000031,330,2580,1
01/01/2003,waltham forest,169942,E09000031,351,2376,1
01/01/2004,waltham forest,184384,E09000031,404,2412,1
01/01/2005,waltham forest,194194,E09000031,220,2347,1
01/01/2006,waltham forest,200760,E09000031,329,2186,1
01/01/2007,waltham forest,225087,E09000031,349,2371,1
01/01/2008,waltham forest,249909,E09000031,247,2071,1
01/01/2009,waltham forest,210847,E09000031,110,2214,1
01/01/2010,waltham forest,214784,E09000031,139,2020,1
01/01/2011,waltham forest,217838,E09000031,161,2240,1
01/01/2012,waltham forest,224074,E09000031,162,1790,1
01/01/2013,waltham forest,236856,E09000031,170,2179,1
01/01/2014,waltham forest,279085,E09000031,241,1765,1
01/01/2015,waltham forest,338714,E09000031,238,1716,1
01/01/2016,waltham forest,391911,E09000031,257,1749,1
01/01/2017,waltham forest,435682,E09000031,229,1821,1
01/01/2018,waltham forest,446779,E09000031,180,1904,1
01/01/2019,waltham forest,435182,E09000031,208,2077,1
01/01/2020,waltham forest,452299,E09000031,0,2074,1
01/01/1995,wandsworth,88559,E09000032,403,0,1
01/01/1996,wandsworth,89092,E09000032,384,0,1
01/01/1997,wandsworth,95748,E09000032,617,0,1
01/01/1998,wandsworth,119265,E09000032,494,0,1
01/01/1999,wandsworth,126280,E09000032,452,0,1
01/01/2000,wandsworth,165376,E09000032,576,0,1
01/01/2001,wandsworth,192543,E09000032,528,2750,1
01/01/2002,wandsworth,211791,E09000032,531,2931,1
01/01/2003,wandsworth,246300,E09000032,494,2583,1
01/01/2004,wandsworth,255331,E09000032,667,2567,1
01/01/2005,wandsworth,274508,E09000032,384,2179,1
01/01/2006,wandsworth,284765,E09000032,563,2273,1
01/01/2007,wandsworth,337325,E09000032,701,2497,1
01/01/2008,wandsworth,381421,E09000032,370,2223,1
01/01/2009,wandsworth,319338,E09000032,135,2061,1
01/01/2010,wandsworth,356193,E09000032,373,1894,1
01/01/2011,wandsworth,366972,E09000032,341,1704,1
01/01/2012,wandsworth,398088,E09000032,350,1996,1
01/01/2013,wandsworth,429430,E09000032,405,2024,1
01/01/2014,wandsworth,497300,E09000032,576,1781,1
01/01/2015,wandsworth,553841,E09000032,403,1833,1
01/01/2016,wandsworth,596494,E09000032,388,1882,1
01/01/2017,wandsworth,603455,E09000032,414,1853,1
01/01/2018,wandsworth,593915,E09000032,333,2170,1
01/01/2019,wandsworth,587609,E09000032,304,2137,1
01/01/2020,wandsworth,610256,E09000032,0,2341,1
01/01/1995,westminster,133025,E09000033,339,0,1
01/01/1996,westminster,133843,E09000033,335,0,1
01/01/1997,westminster,150842,E09000033,427,0,1
01/01/1998,westminster,179527,E09000033,373,0,1
01/01/1999,westminster,188601,E09000033,353,0,1
01/01/2000,westminster,241773,E09000033,593,0,1
01/01/2001,westminster,282566,E09000033,418,5937,1
01/01/2002,westminster,304679,E09000033,373,6539,1
01/01/2003,westminster,366519,E09000033,398,5878,1
01/01/2004,westminster,364542,E09000033,403,6066,1
01/01/2005,westminster,393894,E09000033,270,5686,1
01/01/2006,westminster,406413,E09000033,416,5467,1
01/01/2007,westminster,462061,E09000033,475,5238,1
01/01/2008,westminster,546512,E09000033,289,4829,1
01/01/2009,westminster,524989,E09000033,140,5116,1
01/01/2010,westminster,596236,E09000033,253,4898,1
01/01/2011,westminster,598580,E09000033,260,5432,1
01/01/2012,westminster,653185,E09000033,223,5417,1
01/01/2013,westminster,736489,E09000033,257,5047,1
01/01/2014,westminster,855067,E09000033,303,4314,1
01/01/2015,westminster,976649,E09000033,222,4183,1
01/01/2016,westminster,1024447,E09000033,207,4185,1
01/01/2017,westminster,1040211,E09000033,192,4204,1
01/01/2018,westminster,1116111,E09000033,208,4831,1
01/01/2019,westminster,959408,E09000033,125,6276,1
01/01/2020,westminster,1019028,E09000033,0,6405,1
01/01/1995,inner london,78252,E13000001,2890,0,0
01/01/1996,inner london,79906,E13000001,2887,0,0
01/01/1997,inner london,88470,E13000001,4215,0,0
01/01/1998,inner london,105599,E13000001,3923,0,0
01/01/1999,inner london,115390,E13000001,3602,0,0
01/01/2000,inner london,144575,E13000001,4680,0,0
01/01/2001,inner london,171315,E13000001,4306,0,0
01/01/2002,inner london,191783,E13000001,4026,0,0
01/01/2003,inner london,228241,E13000001,4181,0,0
01/01/2004,inner london,238239,E13000001,4937,0,0
01/01/2005,inner london,253536,E13000001,3219,0,0
01/01/2006,inner london,264926,E13000001,4459,0,0
01/01/2007,inner london,300576,E13000001,5211,0,0
01/01/2008,inner london,345989,E13000001,3339,0,0
01/01/2009,inner london,297825,E13000001,1270,0,0
01/01/2010,inner london,324531,E13000001,2750,0,0
01/01/2011,inner london,341638,E13000001,2716,0,0
01/01/2012,inner london,358560,E13000001,2785,0,0
01/01/2013,inner london,390038,E13000001,3070,0,0
01/01/2014,inner london,452766,E13000001,4157,0,0
01/01/2015,inner london,512581,E13000001,3099,0,0
01/01/2016,inner london,563206,E13000001,3006,0,0
01/01/2017,inner london,579471,E13000001,2836,0,0
01/01/2018,inner london,578599,E13000001,2646,0,0
01/01/2019,inner london,566764,E13000001,2258,0,0
01/01/2020,inner london,581939,E13000001,0,0,0
01/01/1995,outer london,72959,E13000002,4616,0,0
01/01/1996,outer london,72792,E13000002,4803,0,0
01/01/1997,outer london,78582,E13000002,6547,0,0
01/01/1998,outer london,92660,E13000002,5944,0,0
01/01/1999,outer london,100251,E13000002,5708,0,0
01/01/2000,outer london,120343,E13000002,6653,0,0
01/01/2001,outer london,137201,E13000002,6009,0,0
01/01/2002,outer london,156999,E13000002,6311,0,0
01/01/2003,outer london,193078,E13000002,7184,0,0
01/01/2004,outer london,207315,E13000002,7830,0,0
01/01/2005,outer london,222732,E13000002,4801,0,0
01/01/2006,outer london,225564,E13000002,6403,0,0
01/01/2007,outer london,245738,E13000002,7583,0,0
01/01/2008,outer london,274751,E13000002,5202,0,0
01/01/2009,outer london,234448,E13000002,1999,0,0
01/01/2010,outer london,246747,E13000002,3462,0,0
01/01/2011,outer london,257847,E13000002,3154,0,0
01/01/2012,outer london,260452,E13000002,3746,0,0
01/01/2013,outer london,272940,E13000002,3764,0,0
01/01/2014,outer london,301242,E13000002,5809,0,0
01/01/2015,outer london,348673,E13000002,5043,0,0
01/01/2016,outer london,395627,E13000002,4921,0,0
01/01/2017,outer london,419564,E13000002,4073,0,0
01/01/2018,outer london,426583,E13000002,3914,0,0
01/01/2019,outer london,424913,E13000002,3750,0,0
01/01/2020,outer london,423006,E13000002,0,0,0
01/01/1995,north east,42076,E12000001,1983,0,0
01/01/1996,north east,40790,E12000001,2020,0,0
01/01/1997,north east,42353,E12000001,2548,0,0
01/01/1998,north east,44246,E12000001,2522,0,0
01/01/1999,north east,45467,E12000001,2317,0,0
01/01/2000,north east,47604,E12000001,2564,0,0
01/01/2001,north east,49837,E12000001,2668,0,0
01/01/2002,north east,54746,E12000001,3238,0,0
01/01/2003,north east,67520,E12000001,3888,0,0
01/01/2004,north east,90994,E12000001,3865,0,0
01/01/2005,north east,111474,E12000001,2559,0,0
01/01/2006,north east,123039,E12000001,3300,0,0
01/01/2007,north east,132508,E12000001,3904,0,0
01/01/2008,north east,135418,E12000001,2800,0,0
01/01/2009,north east,118710,E12000001,1138,0,0
01/01/2010,north east,119947,E12000001,1363,0,0
01/01/2011,north east,117111,E12000001,1458,0,0
01/01/2012,north east,113011,E12000001,1694,0,0
01/01/2013,north east,113585,E12000001,1582,0,0
01/01/2014,north east,114531,E12000001,2614,0,0
01/01/2015,north east,117156,E12000001,2417,0,0
01/01/2016,north east,121096,E12000001,2451,0,0
01/01/2017,north east,122055,E12000001,2581,0,0
01/01/2018,north east,124169,E12000001,2523,0,0
01/01/2019,north east,125448,E12000001,2538,0,0
01/01/2020,north east,126592,E12000001,0,0,0
01/01/1995,north west,43958,E12000002,5801,0,0
01/01/1996,north west,42599,E12000002,5585,0,0
01/01/1997,north west,44095,E12000002,7532,0,0
01/01/1998,north west,46309,E12000002,6965,0,0
01/01/1999,north west,47593,E12000002,6943,0,0
01/01/2000,north west,51177,E12000002,7876,0,0
01/01/2001,north west,55927,E12000002,7914,0,0
01/01/2002,north west,61872,E12000002,9153,0,0
01/01/2003,north west,76069,E12000002,10931,0,0
01/01/2004,north west,95632,E12000002,11657,0,0
01/01/2005,north west,118939,E12000002,7343,0,0
01/01/2006,north west,130144,E12000002,9299,0,0
01/01/2007,north west,142760,E12000002,10718,0,0
01/01/2008,north west,148289,E12000002,7384,0,0
01/01/2009,north west,127472,E12000002,3128,0,0
01/01/2010,north west,131060,E12000002,3595,0,0
01/01/2011,north west,129892,E12000002,4141,0,0
01/01/2012,north west,125780,E12000002,4594,0,0
01/01/2013,north west,124578,E12000002,4608,0,0
01/01/2014,north west,129790,E12000002,7391,0,0
01/01/2015,north west,136041,E12000002,6522,0,0
01/01/2016,north west,143139,E12000002,7255,0,0
01/01/2017,north west,149371,E12000002,7558,0,0
01/01/2018,north west,155596,E12000002,7548,0,0
01/01/2019,north west,161409,E12000002,7213,0,0
01/01/2020,north west,164769,E12000002,0,0,0
01/01/1995,yorks and the humber,44803,E12000003,4489,0,0
01/01/1996,yorks and the humber,43461,E12000003,4354,0,0
01/01/1997,yorks and the humber,44984,E12000003,5704,0,0
01/01/1998,yorks and the humber,46763,E12000003,5155,0,0
01/01/1999,yorks and the humber,47586,E12000003,4908,0,0
01/01/2000,yorks and the humber,50489,E12000003,5717,0,0
01/01/2001,yorks and the humber,55007,E12000003,5850,0,0
01/01/2002,yorks and the humber,60884,E12000003,7040,0,0
01/01/2003,yorks and the humber,78554,E12000003,7804,0,0
01/01/2004,yorks and the humber,96820,E12000003,8444,0,0
01/01/2005,yorks and the humber,118923,E12000003,5513,0,0
01/01/2006,yorks and the humber,130043,E12000003,7279,0,0
01/01/2007,yorks and the humber,141824,E12000003,8271,0,0
01/01/2008,yorks and the humber,147225,E12000003,5702,0,0
01/01/2009,yorks and the humber,125554,E12000003,2377,0,0
01/01/2010,yorks and the humber,132780,E12000003,2846,0,0
01/01/2011,yorks and the humber,128975,E12000003,3044,0,0
01/01/2012,yorks and the humber,126763,E12000003,3593,0,0
01/01/2013,yorks and the humber,125516,E12000003,3486,0,0
01/01/2014,yorks and the humber,131526,E12000003,5704,0,0
01/01/2015,yorks and the humber,136169,E12000003,4757,0,0
01/01/2016,yorks and the humber,144594,E12000003,5378,0,0
01/01/2017,yorks and the humber,148916,E12000003,5376,0,0
01/01/2018,yorks and the humber,155888,E12000003,5528,0,0
01/01/2019,yorks and the humber,160341,E12000003,5646,0,0
01/01/2020,yorks and the humber,165383,E12000003,0,0,0
01/01/1995,east midlands,45545,E12000004,3990,0,0
01/01/1996,east midlands,44619,E12000004,3927,0,0
01/01/1997,east midlands,46775,E12000004,5315,0,0
01/01/1998,east midlands,50771,E12000004,4941,0,0
01/01/1999,east midlands,53062,E12000004,4928,0,0
01/01/2000,east midlands,58080,E12000004,5721,0,0
01/01/2001,east midlands,65725,E12000004,5592,0,0
01/01/2002,east midlands,75280,E12000004,6356,0,0
01/01/2003,east midlands,100132,E12000004,6889,0,0
01/01/2004,east midlands,119411,E12000004,7314,0,0
01/01/2005,east midlands,135281,E12000004,4327,0,0
01/01/2006,east midlands,140443,E12000004,5978,0,0
01/01/2007,east midlands,151360,E12000004,7037,0,0
01/01/2008,east midlands,153065,E12000004,4705,0,0
01/01/2009,east midlands,131716,E12000004,2245,0,0
01/01/2010,east midlands,136462,E12000004,2727,0,0
01/01/2011,east midlands,136418,E12000004,2927,0,0
01/01/2012,east midlands,136369,E12000004,3558,0,0
01/01/2013,east midlands,137537,E12000004,3447,0,0
01/01/2014,east midlands,145261,E12000004,5578,0,0
01/01/2015,east midlands,153669,E12000004,4865,0,0
01/01/2016,east midlands,164946,E12000004,5414,0,0
01/01/2017,east midlands,172959,E12000004,5178,0,0
01/01/2018,east midlands,184574,E12000004,5336,0,0
01/01/2019,east midlands,191237,E12000004,5024,0,0
01/01/2020,east midlands,195707,E12000004,0,0,0
01/01/1995,west midlands,48528,E12000005,4199,0,0
01/01/1996,west midlands,47952,E12000005,4473,0,0
01/01/1997,west midlands,51120,E12000005,6093,0,0
01/01/1998,west midlands,55163,E12000005,5253,0,0
01/01/1999,west midlands,58274,E12000005,5509,0,0
01/01/2000,west midlands,63833,E12000005,6080,0,0
01/01/2001,west midlands,71065,E12000005,5867,0,0
01/01/2002,west midlands,80653,E12000005,6658,0,0
01/01/2003,west midlands,104468,E12000005,7434,0,0
01/01/2004,west midlands,122858,E12000005,7782,0,0
01/01/2005,west midlands,140028,E12000005,4909,0,0
01/01/2006,west midlands,147576,E12000005,6843,0,0
01/01/2007,west midlands,157384,E12000005,7705,0,0
01/01/2008,west midlands,161758,E12000005,5045,0,0
01/01/2009,west midlands,139999,E12000005,2356,0,0
01/01/2010,west midlands,146424,E12000005,2914,0,0
01/01/2011,west midlands,146490,E12000005,3144,0,0
01/01/2012,west midlands,145071,E12000005,3688,0,0
01/01/2013,west midlands,145005,E12000005,3526,0,0
01/01/2014,west midlands,152152,E12000005,5627,0,0
01/01/2015,west midlands,158683,E12000005,4976,0,0
01/01/2016,west midlands,169747,E12000005,5565,0,0
01/01/2017,west midlands,178494,E12000005,5663,0,0
01/01/2018,west midlands,187845,E12000005,5852,0,0
01/01/2019,west midlands,195498,E12000005,5458,0,0
01/01/2020,west midlands,200628,E12000005,0,0,0
01/01/1995,east of england,56702,E12000006,5812,0,0
01/01/1996,east of england,55033,E12000006,5931,0,0
01/01/1997,east of england,59081,E12000006,8288,0,0
01/01/1998,east of england,66899,E12000006,7766,0,0
01/01/1999,east of england,71966,E12000006,7561,0,0
01/01/2000,east of england,84192,E12000006,8443,0,0
01/01/2001,east of england,96628,E12000006,7894,0,0
01/01/2002,east of england,112374,E12000006,8654,0,0
01/01/2003,east of england,144866,E12000006,9371,0,0
01/01/2004,east of england,159710,E12000006,9947,0,0
01/01/2005,east of england,175323,E12000006,6069,0,0
01/01/2006,east of england,178992,E12000006,8549,0,0
01/01/2007,east of england,194994,E12000006,10032,0,0
01/01/2008,east of england,207691,E12000006,6358,0,0
01/01/2009,east of england,175528,E12000006,3100,0,0
01/01/2010,east of england,187910,E12000006,4253,0,0
01/01/2011,east of england,189424,E12000006,4582,0,0
01/01/2012,east of england,191894,E12000006,5357,0,0
01/01/2013,east of england,194209,E12000006,5262,0,0
01/01/2014,east of england,205792,E12000006,8042,0,0
01/01/2015,east of england,228276,E12000006,7134,0,0
01/01/2016,east of england,255235,E12000006,7539,0,0
01/01/2017,east of england,275049,E12000006,7026,0,0
01/01/2018,east of england,288947,E12000006,6952,0,0
01/01/2019,east of england,288659,E12000006,6373,0,0
01/01/2020,east of england,286999,E12000006,0,0,0
01/01/1995,london,74436,E12000007,7506,0,0
01/01/1996,london,75342,E12000007,7690,0,0
01/01/1997,london,83066,E12000007,10762,0,0
01/01/1998,london,97914,E12000007,9867,0,0
01/01/1999,london,105695,E12000007,9310,0,0
01/01/2000,london,130411,E12000007,11333,0,0
01/01/2001,london,149543,E12000007,10315,0,0
01/01/2002,london,169841,E12000007,10337,0,0
01/01/2003,london,207162,E12000007,11365,0,0
01/01/2004,london,218855,E12000007,12767,0,0
01/01/2005,london,232422,E12000007,8020,0,0
01/01/2006,london,239846,E12000007,10862,0,0
01/01/2007,london,267658,E12000007,12794,0,0
01/01/2008,london,298596,E12000007,8541,0,0
01/01/2009,london,253093,E12000007,3269,0,0
01/01/2010,london,279724,E12000007,6212,0,0
01/01/2011,london,287983,E12000007,5870,0,0
01/01/2012,london,294360,E12000007,6531,0,0
01/01/2013,london,311364,E12000007,6834,0,0
01/01/2014,london,355830,E12000007,9966,0,0
01/01/2015,london,402847,E12000007,8142,0,0
01/01/2016,london,457466,E12000007,7927,0,0
01/01/2017,london,475619,E12000007,6931,0,0
01/01/2018,london,479772,E12000007,6584,0,0
01/01/2019,london,470067,E12000007,6031,0,0
01/01/2020,london,476588,E12000007,0,0,0
01/01/1995,south east,64019,E12000008,8809,0,0
01/01/1996,south east,64057,E12000008,9177,0,0
01/01/1997,south east,69008,E12000008,12740,0,0
01/01/1998,south east,79976,E12000008,11473,0,0
01/01/1999,south east,87346,E12000008,11624,0,0
01/01/2000,south east,104358,E12000008,12412,0,0
01/01/2001,south east,118668,E12000008,11592,0,0
01/01/2002,south east,137154,E12000008,12444,0,0
01/01/2003,south east,169024,E12000008,13737,0,0
01/01/2004,south east,182139,E12000008,15524,0,0
01/01/2005,south east,195620,E12000008,9243,0,0
01/01/2006,south east,201252,E12000008,13048,0,0
01/01/2007,south east,220546,E12000008,15462,0,0
01/01/2008,south east,235300,E12000008,9842,0,0
01/01/2009,south east,194568,E12000008,5129,0,0
01/01/2010,south east,217936,E12000008,6601,0,0
01/01/2011,south east,216680,E12000008,6847,0,0
01/01/2012,south east,217660,E12000008,8014,0,0
01/01/2013,south east,225210,E12000008,8108,0,0
01/01/2014,south east,240961,E12000008,12253,0,0
01/01/2015,south east,264848,E12000008,10936,0,0
01/01/2016,south east,293678,E12000008,11281,0,0
01/01/2017,south east,312895,E12000008,10227,0,0
01/01/2018,south east,320978,E12000008,10093,0,0
01/01/2019,south east,322226,E12000008,9325,0,0
01/01/2020,south east,320700,E12000008,0,0,0
01/01/1995,south west,54705,E12000009,5050,0,0
01/01/1996,south west,53373,E12000009,5537,0,0
01/01/1997,south west,57751,E12000009,7761,0,0
01/01/1998,south west,64148,E12000009,7094,0,0
01/01/1999,south west,69448,E12000009,6889,0,0
01/01/2000,south west,81381,E12000009,7885,0,0
01/01/2001,south west,92100,E12000009,7178,0,0
01/01/2002,south west,108960,E12000009,7798,0,0
01/01/2003,south west,141452,E12000009,8507,0,0
01/01/2004,south west,158495,E12000009,9397,0,0
01/01/2005,south west,175838,E12000009,5481,0,0
01/01/2006,south west,181152,E12000009,7861,0,0
01/01/2007,south west,197597,E12000009,9198,0,0
01/01/2008,south west,207936,E12000009,5812,0,0
01/01/2009,south west,173483,E12000009,3040,0,0
01/01/2010,south west,188404,E12000009,3872,0,0
01/01/2011,south west,188992,E12000009,3992,0,0
01/01/2012,south west,189942,E12000009,5096,0,0
01/01/2013,south west,189820,E12000009,4677,0,0
01/01/2014,south west,198252,E12000009,7412,0,0
01/01/2015,south west,212878,E12000009,6613,0,0
01/01/2016,south west,226547,E12000009,7182,0,0
01/01/2017,south west,238829,E12000009,6958,0,0
01/01/2018,south west,252533,E12000009,6722,0,0
01/01/2019,south west,254632,E12000009,6526,0,0
01/01/2020,south west,254320,E12000009,0,0,0
01/01/1995,england,53203,E92000001,47639,0,0
01/01/1996,england,52333,E92000001,48694,0,0
01/01/1997,england,55789,E92000001,66743,0,0
01/01/1998,england,61902,E92000001,61036,0,0
01/01/1999,england,65766,E92000001,59989,0,0
01/01/2000,england,75219,E92000001,68031,0,0
01/01/2001,england,84377,E92000001,64870,0,0
01/01/2002,england,96215,E92000001,71678,0,0
01/01/2003,england,121610,E92000001,79926,0,0
01/01/2004,england,139719,E92000001,86697,0,0
01/01/2005,england,158572,E92000001,53464,0,0
01/01/2006,england,166544,E92000001,73019,0,0
01/01/2007,england,181824,E92000001,85121,0,0
01/01/2008,england,191750,E92000001,56189,0,0
01/01/2009,england,162673,E92000001,25782,0,0
01/01/2010,england,174458,E92000001,34383,0,0
01/01/2011,england,174442,E92000001,36005,0,0
01/01/2012,england,174179,E92000001,42125,0,0
01/01/2013,england,176816,E92000001,41530,0,0
01/01/2014,england,188265,E92000001,64587,0,0
01/01/2015,england,202856,E92000001,56362,0,0
01/01/2016,england,220361,E92000001,59992,0,0
01/01/2017,england,231593,E92000001,57498,0,0
01/01/2018,england,241061,E92000001,57138,0,0
01/01/2019,england,244641,E92000001,54134,0,0
01/01/2020,england,247355,E92000001,0,0,0
